Emp_id,Name,Company,Gender,Age,Performance Score,Years at Company,Monthly Hours,Projects Completed,Satisfaction Level,Salary (INR),Work Accidents,Last Promotion,Department,JobSecurityScore
EMP004428,Amit,Accenture India,Male,22,3,1,202,12,0.3,115269,0,4,Software Development,3
EMP004429,Swati,Cognizant,Female,41,2,12,219,4,0.63,122974,2,7,Marketing,2
EMP004430,Pooja,IBM India,Female,56,5,12,261,5,0.9,72031,0,3,Software Development,5
EMP004431,Suresh,Wipro,Male,48,2,8,248,11,0.94,163354,2,5,Software Development,3
EMP004432,Ankit,Tech Mahindra,Male,40,5,2,129,4,0.96,31977,3,7,software dev,4
EMP004433,Kavita,Accenture India,Female,57,2,1,296,4,0.68,133785,3,2,Quality Assurance,1
EMP004434,Kavita,HCL Technologies,Female,59,1,13,261,15,0.7,165579,3,9,Operations,1
EMP004435,Pooja,Accenture India,Female,56,3,15,161,5,0.45,102852,2,7,Finance,3
EMP004436,Suresh,LTIMindtree,Male,31,1,13,243,3,0.91,111455,0,0,software dev,3
EMP004437,Anjali,HCL Technologies,Female,23,5,3,144,14,0.59,66272,0,9,Sales,5
EMP004438,Karan,TCS,Male,57,3,1,283,9,0.42,169376,0,3,software dev,3
EMP004439,Suresh,Wipro,Male,40,3,15,214,14,0.97,93556,0,5,Software Development,5
EMP004440,Deepak,Wipro,Male,52,5,7,154,7,0.76,179908,0,10,software dev,5
EMP004441,Ritu,Wipro,Female,45,1,0,258,1,0.57,45947,0,3,Sales,1
EMP004442,Ritu,Wipro,Female,41,3,17,129,1,0.25,25158,2,6,Human Resources,2
EMP004443,Priya,Capgemini,Female,36,1,8,127,1,0.31,176865,1,3,Human Resources,1
EMP004444,Kavita,Wipro,Female,21,1,11,224,3,0.36,123873,0,5,Operations,1
EMP004445,Rahul,Wipro,Male,43,1,4,270,9,0.92,195873,2,9,Quality Assurance,1
EMP004446,Deepak,Wipro,Male,44,3,20,253,13,0.98,141664,2,3,software dev,5
EMP004447,Arjun,Tech Mahindra,Male,45,4,2,243,13,0.41,35344,2,5,Finance,3
EMP004448,Aarti,Capgemini,Female,27,2,7,183,8,0.6,46215,2,7,Operations,2
EMP004449,Swati,Infosys,Female,58,5,15,165,13,0.83,88264,0,1,Human Resources,5
EMP004450,Taylor,Accenture India,Other,59,1,17,223,15,0.51,37249,3,4,Sales,1
EMP004451,Kavita,Accenture India,Female,55,3,11,157,9,0.59,131331,3,6,Operations,2
EMP004452,Ritu,HCL Technologies,Female,34,5,11,272,5,0.91,63510,2,4,Quality Assurance,5
EMP004453,Neha,Tech Mahindra,Female,29,4,20,205,7,0.37,94918,1,6,Finance,4
EMP004454,Anjali,IBM India,Female,23,4,3,121,13,1,117945,0,2,software dev,5
EMP004455,Pooja,Accenture India,Female,58,3,9,143,10,0.57,160746,1,10,software dev,2
EMP004456,Anjali,Cognizant,Female,40,1,8,220,9,0.41,112775,3,3,Operations,1
EMP004457,Sneha,IBM India,Female,53,4,3,186,5,0.91,168994,1,4,IT,4
EMP004458,Sneha,Wipro,Female,52,4,0,209,8,0.26,148027,2,10,Sales,2
EMP004459,Karan,Wipro,Male,56,4,4,213,8,0.71,65027,1,2,Software Development,4
EMP004460,Vikas,Capgemini,Male,46,3,2,212,14,0.25,169647,0,5,IT,3
EMP004461,Deepak,IBM India,Male,25,5,10,190,3,0.96,32770,2,9,Sales,5
EMP004462,Manish,Cognizant,Male,50,2,12,256,5,0.71,45722,0,6,Marketing,3
EMP004463,Kavita,Capgemini,Female,37,3,10,292,8,0.52,171136,3,5,Marketing,2
EMP004464,Rohit,HCL Technologies,Male,26,1,5,135,10,0.54,36716,3,5,IT,1
EMP004465,Arjun,IBM India,Male,35,3,3,238,3,0.33,43600,0,4,Marketing,3
EMP004466,Manish,Tech Mahindra,Male,21,3,6,227,3,0.49,156700,1,5,Software Development,2
EMP004467,Pooja,Wipro,Female,33,2,2,261,6,0.92,75579,1,5,IT,3
EMP004468,Karan,Wipro,Male,54,2,9,273,7,0.84,23307,0,9,Finance,3
EMP004469,Vikas,LTIMindtree,Male,50,2,4,293,7,0.73,58287,2,7,Sales,2
EMP004470,Vikas,Capgemini,Male,39,5,18,220,6,0.97,101983,0,0,software dev,5
EMP004471,Deepak,Infosys,Male,22,3,17,149,7,0.66,187105,1,1,Software Development,4
EMP004472,Aarti,Infosys,Female,32,1,16,243,14,0.34,119497,3,5,Quality Assurance,1
EMP004473,Vikas,Capgemini,Male,44,2,0,175,7,0.77,136699,3,5,Finance,1
EMP004474,Priya,Tech Mahindra,Female,31,2,4,213,4,0.67,156578,0,6,Software Development,2
EMP004475,Neha,TCS,Female,22,3,20,151,8,0.55,70795,1,0,Finance,4
EMP004476,Jamie,Capgemini,Other,21,1,16,197,8,0.32,67380,3,5,software dev,1
EMP004477,Ankit,Tech Mahindra,Male,48,2,20,142,2,0.74,38207,0,7,software dev,3
EMP004478,Vikas,HCL Technologies,Male,24,3,8,136,15,0.56,130277,1,2,IT,3
EMP004479,Suresh,Wipro,Male,50,4,10,241,10,0.66,159460,0,3,Operations,5
EMP004480,Ankit,Cognizant,Male,27,5,6,271,5,0.45,36407,3,0,Finance,4
EMP004481,Priya,TCS,Female,42,3,6,294,15,0.32,102496,1,2,Sales,3
EMP004482,Karan,IBM India,Male,46,2,1,258,2,0.49,24886,2,6,IT,1
EMP004483,Amit,TCS,Male,49,1,13,160,3,0.88,28783,3,8,Sales,1
EMP004484,Kavita,Cognizant,Female,45,4,15,134,3,0.33,147532,2,1,Marketing,2
EMP004485,Pooja,LTIMindtree,Female,30,1,4,210,5,0.58,145400,3,5,Operations,1
EMP004486,Ankit,Wipro,Male,40,1,17,171,8,0.44,77709,2,6,Human Resources,1
EMP004487,Karan,Infosys,Male,34,1,3,281,3,0.97,197802,2,1,software dev,2
EMP004488,Rahul,Tech Mahindra,Male,53,3,11,179,7,0.27,173144,0,7,Finance,3
EMP004489,Sneha,Capgemini,Female,25,3,18,176,5,0.4,180779,0,1,Operations,4
EMP004490,Aarti,Capgemini,Female,26,5,12,152,14,0.56,65036,1,9,Quality Assurance,5
EMP004491,Meena,Infosys,Female,42,4,5,268,12,0.4,72105,0,4,Marketing,5
EMP004492,Kavita,TCS,Female,37,1,10,271,10,0.77,65118,0,9,Operations,2
EMP004493,Priya,Wipro,Female,35,2,14,139,10,0.5,49858,1,9,Quality Assurance,2
EMP004494,Suresh,Accenture India,Male,59,1,20,232,10,0.82,121652,0,5,IT,3
EMP004495,Karan,Tech Mahindra,Male,48,4,16,187,4,0.64,136274,3,0,Quality Assurance,4
EMP004496,Neha,HCL Technologies,Female,22,1,1,220,2,0.54,90545,2,6,Operations,1
EMP004497,Swati,Cognizant,Female,38,3,12,220,6,0.49,133041,2,5,Human Resources,3
EMP004498,Vikas,TCS,Male,47,3,0,293,4,0.38,28057,0,3,Software Development,3
EMP004499,Meena,IBM India,Female,41,4,3,152,4,0.4,28857,0,1,Sales,3
EMP004500,Anjali,LTIMindtree,Female,43,5,14,150,5,0.34,44083,1,5,Marketing,3
EMP004501,Ankit,Capgemini,Male,27,1,15,281,14,0.88,45368,0,8,software dev,3
EMP004502,Pooja,TCS,Female,39,4,10,141,9,0.64,99326,3,7,Finance,3
EMP004503,Arjun,LTIMindtree,Male,29,2,2,225,15,0.59,63471,2,9,Software Development,2
EMP004504,Neha,Cognizant,Female,32,2,11,149,1,0.46,169748,1,5,Marketing,1
EMP004505,Rahul,Capgemini,Male,50,5,11,124,5,0.61,194508,1,4,Quality Assurance,5
EMP004506,Anjali,Capgemini,Female,27,3,10,288,5,0.91,191255,1,9,Marketing,3
EMP004507,Priya,Accenture India,Female,22,4,15,292,13,0.88,180697,0,6,software dev,5
EMP004508,Amit,TCS,Male,37,1,20,180,2,0.68,153098,0,2,IT,2
EMP004509,Priya,Wipro,Female,31,4,20,236,15,0.62,110159,0,8,IT,5
EMP004510,Sneha,Infosys,Female,32,5,12,132,15,0.38,177709,1,5,Operations,5
EMP004511,Neha,Infosys,Female,23,4,11,256,3,0.75,137126,1,10,software dev,4
EMP004512,Rahul,HCL Technologies,Male,41,5,9,282,13,0.88,134427,2,1,Operations,5
EMP004513,Ritu,IBM India,Female,34,5,10,137,4,0.44,137413,2,4,IT,4
EMP004514,Rohit,LTIMindtree,Male,35,5,17,246,1,0.55,105104,0,8,Finance,5
EMP004515,Deepak,TCS,Male,30,4,4,259,10,0.29,82527,0,5,Human Resources,4
EMP004516,Karan,Tech Mahindra,Male,56,2,19,238,14,0.89,107324,2,8,Software Development,3
EMP004517,Rahul,IBM India,Male,30,1,12,288,3,0.28,184334,3,0,Software Development,1
EMP004518,Priya,Accenture India,Female,37,5,16,263,1,0.76,166153,2,10,Finance,5
EMP004519,Rohit,Capgemini,Male,45,3,11,132,1,0.35,73496,0,1,Finance,3
EMP004520,Manish,Wipro,Male,47,5,16,243,9,0.79,62608,0,8,Human Resources,5
EMP004521,Sneha,TCS,Female,53,4,0,265,4,0.71,88833,0,8,Finance,4
EMP004522,Anjali,IBM India,Female,31,5,7,195,4,0.75,64214,0,0,IT,5
EMP004523,Priya,IBM India,Female,33,3,15,237,4,0.71,81520,2,10,Quality Assurance,3
EMP004524,Rahul,Wipro,Male,21,2,14,217,11,0.52,112076,0,4,Operations,3
EMP004525,Swati,HCL Technologies,Female,51,4,18,298,15,0.7,85489,0,5,Finance,5
EMP004526,Deepak,LTIMindtree,Male,53,4,9,152,9,0.39,67489,2,4,Software Development,3
EMP004527,Taylor,LTIMindtree,Other,41,4,1,201,13,0.42,64124,3,10,Operations,3
EMP004528,Neha,IBM India,Female,36,3,3,186,11,0.25,62689,2,9,Quality Assurance,1
EMP004529,Anjali,Cognizant,Female,59,4,3,173,12,0.69,190089,0,2,Quality Assurance,5
EMP004530,Arjun,IBM India,Male,43,2,19,125,8,0.87,162947,0,5,Finance,3
EMP004531,Rohit,IBM India,Male,30,1,11,155,4,0.5,67139,1,8,Finance,1
EMP004532,Deepak,Wipro,Male,53,1,16,174,12,0.37,127191,0,9,Quality Assurance,2
EMP004533,Vikas,Capgemini,Male,42,5,20,246,15,0.86,132788,3,3,Marketing,5
EMP004534,Arjun,Wipro,Male,26,1,3,297,6,0.72,40192,0,1,Marketing,2
EMP004535,Neha,TCS,Female,56,3,7,190,2,0.91,65630,2,2,Quality Assurance,3
EMP004536,Suresh,IBM India,Male,30,1,15,213,6,0.2,162718,0,6,Marketing,1
EMP004537,Ritu,LTIMindtree,Female,36,3,14,262,1,0.52,34537,0,0,Sales,4
EMP004538,Vikas,Tech Mahindra,Male,33,3,13,141,5,0.92,170158,1,6,Quality Assurance,3
EMP004539,Karan,LTIMindtree,Male,40,5,18,168,8,0.74,186333,0,9,Quality Assurance,5
EMP004540,Neha,Infosys,Female,24,1,10,285,1,0.58,119595,0,9,IT,2
EMP004541,Sneha,HCL Technologies,Female,40,5,12,255,11,0.53,163618,2,6,Finance,5
EMP004542,Amit,Accenture India,Male,42,4,7,255,2,0.92,184093,3,9,Operations,3
EMP004543,Vikas,TCS,Male,49,2,8,219,3,0.87,167331,1,9,Operations,2
EMP004544,Ritu,TCS,Female,36,1,1,156,7,0.21,135976,3,5,Quality Assurance,1
EMP004545,Manish,HCL Technologies,Male,43,4,19,197,15,0.3,36813,3,1,Operations,3
EMP004546,Karan,Tech Mahindra,Male,50,4,1,240,12,0.61,41193,0,0,Marketing,5
EMP004547,Pooja,Accenture India,Female,50,5,7,272,8,0.29,191038,1,2,Sales,5
EMP004548,Arjun,Capgemini,Male,23,5,17,140,4,0.42,188714,0,8,IT,5
EMP004549,Karan,IBM India,Male,44,2,6,220,13,0.87,89308,0,9,Marketing,3
EMP004550,Sneha,Accenture India,Female,57,2,10,246,8,0.51,130874,2,4,software dev,2
EMP004551,Anjali,Tech Mahindra,Female,33,2,19,278,1,0.56,28261,0,4,Finance,3
EMP004552,Arjun,Cognizant,Male,52,2,0,125,3,0.34,146045,1,9,Operations,1
EMP004553,Aarti,Infosys,Female,57,5,15,289,14,0.68,120650,1,9,Human Resources,5
EMP004554,Suresh,Accenture India,Male,32,3,15,238,4,0.3,137548,0,3,Software Development,4
EMP004555,Sneha,Accenture India,Female,28,5,9,299,5,0.7,123217,1,3,IT,5
EMP004556,Priya,Infosys,Female,44,3,16,294,13,0.8,154405,3,6,software dev,4
EMP004557,Amit,IBM India,Male,36,5,9,275,11,0.9,120350,3,10,Software Development,5
EMP004558,Deepak,Accenture India,Male,52,5,5,283,9,0.67,155947,3,9,Finance,4
EMP004559,Vikas,Infosys,Male,54,2,13,247,2,0.47,166061,2,1,Finance,2
EMP004560,Pooja,Infosys,Female,55,3,14,159,15,0.88,21736,3,6,Software Development,3
EMP004561,Swati,Infosys,Female,52,4,3,260,13,0.68,115330,3,3,software dev,4
EMP004562,Karan,Wipro,Male,37,4,1,296,7,0.49,28494,1,5,software dev,4
EMP004563,Arjun,Tech Mahindra,Male,22,4,18,251,3,0.46,178982,1,0,Marketing,5
EMP004564,Rahul,Wipro,Male,46,2,12,217,12,0.46,77894,3,6,Human Resources,2
EMP004565,Karan,Cognizant,Male,37,4,11,241,10,0.25,111831,0,2,IT,5
EMP004566,Ankit,Capgemini,Male,58,5,20,220,2,0.28,138996,1,8,Quality Assurance,5
EMP004567,Aarti,Wipro,Female,22,2,12,183,9,0.27,156826,2,4,Software Development,1
EMP004568,Pooja,Wipro,Female,28,4,14,217,3,0.45,29011,1,5,Operations,4
EMP004569,Casey,Tech Mahindra,Other,26,2,1,199,8,0.58,197147,2,9,Human Resources,1
EMP004570,Aarti,Capgemini,Female,29,5,7,142,1,0.32,141271,3,5,Marketing,2
EMP004571,Ritu,HCL Technologies,Female,21,2,2,206,5,0.86,33197,3,6,Software Development,1
EMP004572,Priya,Infosys,Female,25,4,0,262,5,0.25,181568,2,2,Marketing,3
EMP004573,Meena,TCS,Female,59,2,10,208,6,0.96,134795,2,10,Sales,2
EMP004574,Ankit,Capgemini,Male,29,1,8,212,7,0.26,140971,2,0,IT,1
EMP004575,Rohit,Cognizant,Male,34,4,16,219,3,0.92,146292,1,0,Quality Assurance,5
EMP004576,Ankit,IBM India,Male,47,5,6,246,12,0.41,28797,3,6,Operations,4
EMP004577,Meena,Cognizant,Female,29,3,3,198,14,0.99,116597,1,10,Marketing,4
EMP004578,Pooja,Infosys,Female,56,2,12,220,14,0.62,120161,0,9,IT,3
EMP004579,Karan,Capgemini,Male,49,2,4,218,13,0.21,58551,2,1,Operations,2
EMP004580,Pooja,Cognizant,Female,40,4,11,293,5,0.43,104191,0,6,Marketing,4
EMP004581,Pooja,Cognizant,Female,35,4,19,158,12,0.95,58060,2,7,Quality Assurance,5
EMP004582,Karan,HCL Technologies,Male,56,1,4,166,8,0.44,159979,2,0,Human Resources,1
EMP004583,Arjun,HCL Technologies,Male,23,5,10,156,6,0.49,112918,3,4,Finance,4
EMP004584,Amit,Capgemini,Male,43,2,1,288,2,0.24,99030,2,9,Operations,1
EMP004585,Manish,Infosys,Male,29,2,3,211,7,0.4,127974,1,1,IT,1
EMP004586,Swati,Wipro,Female,50,3,9,292,3,0.41,93268,2,2,Sales,2
EMP004587,Swati,LTIMindtree,Female,39,2,6,149,15,0.77,37345,2,4,software dev,2
EMP004588,Meena,Accenture India,Female,58,2,11,187,10,0.6,73073,0,9,Finance,2
EMP004589,Neha,TCS,Female,23,1,7,126,9,0.33,139905,3,4,Quality Assurance,1
EMP004590,Swati,Accenture India,Female,23,3,15,216,4,0.84,160481,3,1,Quality Assurance,3
EMP004591,Pooja,Tech Mahindra,Female,54,2,1,166,11,0.69,20556,2,3,Sales,1
EMP004592,Swati,HCL Technologies,Female,22,2,2,166,4,0.41,53151,0,6,Finance,2
EMP004593,Meena,Capgemini,Female,47,5,16,198,4,0.38,166789,1,5,Finance,5
EMP004594,Priya,Accenture India,Female,43,2,14,245,10,0.94,141778,1,2,IT,4
EMP004595,Amit,Infosys,Male,52,1,17,218,10,0.71,31944,2,3,Finance,2
EMP004596,Ritu,TCS,Female,55,2,9,220,8,0.85,123568,2,6,Quality Assurance,2
EMP004597,Manish,Accenture India,Male,38,2,1,252,1,0.38,37302,0,10,Quality Assurance,1
EMP004598,Ritu,TCS,Female,47,4,16,295,3,0.67,174151,3,0,Quality Assurance,5
EMP004599,Karan,IBM India,Male,31,2,15,206,8,0.24,81256,0,7,IT,2
EMP004600,Ankit,Infosys,Male,59,3,6,269,12,0.68,196548,1,7,Sales,3
EMP004601,Alex,LTIMindtree,Other,39,4,18,214,7,0.36,75141,2,2,Operations,5
EMP004602,Suresh,Cognizant,Male,45,3,15,270,6,0.74,65753,2,5,Human Resources,4
EMP004603,Amit,TCS,Male,27,3,0,211,7,0.95,72116,0,10,software dev,3
EMP004604,Arjun,Infosys,Male,51,1,3,292,1,0.57,195002,3,1,IT,1
EMP004605,Meena,TCS,Female,22,2,12,171,8,0.44,72774,0,7,IT,3
EMP004606,Pooja,TCS,Female,58,3,9,293,4,0.3,103677,3,10,software dev,1
EMP004607,Priya,Wipro,Female,25,2,10,157,15,0.74,126174,3,10,Software Development,2
EMP004608,Sneha,Wipro,Female,34,2,18,287,1,0.67,119155,1,7,Software Development,3
EMP004609,Rohit,Infosys,Male,38,1,14,262,4,0.64,38606,3,2,IT,1
EMP004610,Vikas,Wipro,Male,56,1,10,232,2,0.95,117516,1,5,Quality Assurance,2
EMP004611,Ankit,Tech Mahindra,Male,24,3,2,259,5,0.98,35469,2,10,Operations,3
EMP004612,Anjali,LTIMindtree,Female,44,3,1,196,1,0.77,27441,0,0,Quality Assurance,2
EMP004613,Pooja,Capgemini,Female,33,4,10,186,1,0.36,66769,1,3,Operations,3
EMP004614,Manish,Infosys,Male,41,2,9,240,5,0.96,113691,0,8,Marketing,3
EMP004615,Rahul,Infosys,Male,53,2,2,138,2,0.48,112764,1,6,Operations,1
EMP004616,Vikas,Tech Mahindra,Male,40,1,4,209,9,0.26,60867,2,3,Operations,1
EMP004617,Neha,HCL Technologies,Female,25,1,14,149,10,0.39,105594,1,10,Finance,1
EMP004618,Karan,HCL Technologies,Male,44,3,3,211,15,0.86,83732,1,2,software dev,3
EMP004619,Deepak,Wipro,Male,55,4,16,137,7,0.36,132900,0,9,IT,4
EMP004620,Rohit,Capgemini,Male,50,4,0,182,15,0.52,126099,1,7,Finance,4
EMP004621,Pooja,Wipro,Female,48,1,0,126,15,0.42,68389,0,10,Quality Assurance,1
EMP004622,Aarti,IBM India,Female,27,1,11,207,14,0.24,51803,2,7,Operations,1
EMP004623,Ankit,IBM India,Male,55,4,9,235,4,0.65,167555,2,5,Human Resources,5
EMP004624,Anjali,Cognizant,Female,50,4,8,182,14,0.7,152740,1,6,Marketing,5
EMP004625,Ritu,IBM India,Female,54,3,8,207,7,0.83,80651,3,1,Software Development,3
EMP004626,Jordan,HCL Technologies,Other,59,4,19,194,8,0.53,79302,2,2,Software Development,5
EMP004627,Rohit,LTIMindtree,Male,29,2,19,242,8,0.31,49420,3,3,Software Development,2
EMP004628,Aarti,IBM India,Female,32,4,13,158,8,0.72,185927,3,5,IT,4
EMP004629,Meena,Wipro,Female,49,5,18,290,12,0.91,101132,0,1,Operations,5
EMP004630,Vikas,TCS,Male,30,4,9,257,5,0.3,36457,3,2,Quality Assurance,3
EMP004631,Priya,Infosys,Female,47,1,2,226,7,0.35,129447,3,7,Human Resources,1
EMP004632,Manish,LTIMindtree,Male,39,1,19,139,11,0.46,24954,3,2,Software Development,1
EMP004633,Ankit,LTIMindtree,Male,33,5,16,225,7,0.72,128572,0,9,software dev,5
EMP004634,Amit,Wipro,Male,57,2,2,286,2,0.62,121398,1,7,IT,2
EMP004635,Suresh,Infosys,Male,52,4,11,218,15,0.77,180259,3,6,Quality Assurance,4
EMP004636,Rohit,HCL Technologies,Male,35,4,14,234,3,0.23,30483,2,8,Human Resources,3
EMP004637,Manish,LTIMindtree,Male,41,5,4,275,11,0.85,32833,0,5,Quality Assurance,5
EMP004638,Priya,Cognizant,Female,23,3,14,277,2,0.99,62812,3,4,Operations,3
EMP004639,Meena,Wipro,Female,28,3,19,177,15,0.24,138810,3,1,Quality Assurance,3
EMP004640,Rahul,LTIMindtree,Male,26,2,15,189,3,0.6,78450,0,10,Software Development,2
EMP004641,Anjali,Capgemini,Female,49,4,8,181,9,0.79,163518,0,0,Software Development,5
EMP004642,Anjali,Infosys,Female,39,4,7,248,7,0.58,46076,0,3,Marketing,4
EMP004643,Rohit,IBM India,Male,37,4,10,272,4,0.67,54636,3,6,Software Development,4
EMP004644,Ankit,LTIMindtree,Male,30,1,8,286,14,0.94,53434,0,2,Quality Assurance,3
EMP004645,Pooja,Wipro,Female,53,3,15,258,8,0.63,191178,3,4,Operations,3
EMP004646,Aarti,IBM India,Female,33,5,13,178,13,0.39,96731,2,7,Human Resources,5
EMP004647,Suresh,Cognizant,Male,47,1,14,284,7,0.79,183423,3,1,Marketing,2
EMP004648,Rohit,IBM India,Male,32,1,13,276,10,0.5,126285,1,8,Marketing,2
EMP004649,Neha,Capgemini,Female,22,3,9,217,13,0.43,199952,3,4,Sales,2
EMP004650,Alex,HCL Technologies,Other,30,4,12,201,6,0.4,77329,3,4,Sales,3
EMP004651,Deepak,LTIMindtree,Male,41,2,0,256,4,0.26,26948,3,2,IT,1
EMP004652,Jordan,Accenture India,Other,43,5,8,165,5,0.95,147608,1,1,Operations,5
EMP004653,Karan,Accenture India,Male,21,3,16,256,10,0.65,136930,0,8,Operations,4
EMP004654,Vikas,IBM India,Male,53,2,16,190,8,0.96,183046,3,10,software dev,2
EMP004655,Rahul,Tech Mahindra,Male,46,3,9,222,13,0.89,117850,2,3,software dev,4
EMP004656,Neha,Infosys,Female,35,3,12,161,3,0.22,33442,2,4,Finance,2
EMP004657,Manish,Accenture India,Male,42,3,17,281,11,0.4,75795,0,2,Marketing,5
EMP004658,Rohit,Tech Mahindra,Male,45,3,12,147,12,0.45,112404,2,5,Sales,2
EMP004659,Swati,Accenture India,Female,21,4,20,219,15,0.59,45919,1,4,IT,5
EMP004660,Alex,Tech Mahindra,Other,46,1,12,180,3,0.77,127691,0,2,Sales,2
EMP004661,Amit,Infosys,Male,41,3,9,159,5,0.74,152683,0,9,Marketing,3
EMP004662,Amit,TCS,Male,44,2,19,178,9,0.99,129806,1,0,software dev,4
EMP004663,Aarti,Accenture India,Female,59,2,6,292,5,0.94,23704,1,9,Human Resources,2
EMP004664,Aarti,Capgemini,Female,36,2,6,286,1,0.35,150983,2,10,Finance,1
EMP004665,Arjun,LTIMindtree,Male,52,1,8,289,5,0.89,82795,2,2,Marketing,1
EMP004666,Anjali,Tech Mahindra,Female,36,1,15,258,9,0.87,105398,1,2,Sales,3
EMP004667,Rahul,LTIMindtree,Male,33,2,14,285,7,0.66,52734,2,4,Sales,3
EMP004668,Kavita,Wipro,Female,52,4,2,176,9,0.47,54744,3,8,Operations,3
EMP004669,Suresh,Wipro,Male,44,1,12,242,10,0.37,37396,1,3,Software Development,1
EMP004670,Ritu,Infosys,Female,33,1,10,259,10,0.37,46914,2,1,Human Resources,1
EMP004671,Amit,Tech Mahindra,Male,31,4,7,289,14,0.47,22693,2,0,Quality Assurance,4
EMP004672,Meena,Cognizant,Female,35,3,20,256,5,0.6,50296,0,6,Operations,4
EMP004673,Meena,Wipro,Female,30,1,20,269,3,0.67,23038,0,8,Finance,2
EMP004674,Rahul,Infosys,Male,23,2,5,285,2,0.46,172318,3,5,Quality Assurance,1
EMP004675,Neha,Wipro,Female,36,2,9,176,9,0.49,141013,1,8,Software Development,2
EMP004676,Manish,Wipro,Male,37,4,16,186,5,0.21,49405,3,3,Finance,3
EMP004677,Sneha,Cognizant,Female,45,2,19,149,11,0.2,168859,1,5,Sales,2
EMP004678,Jamie,Accenture India,Other,50,5,8,240,13,0.93,66061,1,1,Sales,5
EMP004679,Aarti,IBM India,Female,55,2,20,273,1,0.21,182626,2,10,software dev,1
EMP004680,Neha,TCS,Female,57,4,13,173,2,0.23,89713,0,10,Finance,3
EMP004681,Neha,Wipro,Female,33,4,19,151,2,0.36,24084,0,9,Marketing,4
EMP004682,Amit,Wipro,Male,44,4,12,141,12,0.79,130391,1,4,Quality Assurance,5
EMP004683,Vikas,Capgemini,Male,58,5,0,255,4,0.74,174960,2,6,software dev,4
EMP004684,Pooja,TCS,Female,46,1,18,228,14,0.72,20781,1,5,Marketing,3
EMP004685,Neha,Cognizant,Female,29,3,8,185,6,0.66,138445,0,0,software dev,3
EMP004686,Sneha,LTIMindtree,Female,39,2,16,133,8,0.36,184623,3,2,Sales,2
EMP004687,Neha,Tech Mahindra,Female,48,1,14,252,14,0.52,142226,0,4,Sales,2
EMP004688,Arjun,Wipro,Male,27,4,19,132,13,0.58,197898,3,8,Marketing,3
EMP004689,Manish,IBM India,Male,42,1,4,206,13,0.67,190976,0,0,Sales,2
EMP004690,Rahul,Tech Mahindra,Male,50,1,3,243,3,0.36,73109,0,9,Quality Assurance,1
EMP004691,Anjali,TCS,Female,57,5,3,196,14,0.78,72627,1,8,Quality Assurance,5
EMP004692,Suresh,Tech Mahindra,Male,36,4,14,202,10,0.45,24888,3,0,IT,4
EMP004693,Suresh,Accenture India,Male,56,4,4,143,14,0.73,182993,3,1,Human Resources,3
EMP004694,Meena,Wipro,Female,25,2,16,154,10,0.61,26713,1,3,Finance,3
EMP004695,Neha,Tech Mahindra,Female,49,2,6,187,6,0.67,127085,1,5,IT,2
EMP004696,Ritu,LTIMindtree,Female,43,2,5,273,4,0.53,112580,2,0,Human Resources,2
EMP004697,Taylor,LTIMindtree,Other,26,2,14,193,8,0.56,43349,3,6,Operations,1
EMP004698,Pooja,Wipro,Female,56,1,19,285,9,0.89,37672,0,8,Operations,4
EMP004699,Arjun,HCL Technologies,Male,53,1,13,153,9,0.58,81261,1,8,Software Development,1
EMP004700,Kavita,LTIMindtree,Female,36,2,9,153,14,0.84,158528,3,8,Quality Assurance,2
EMP004701,Amit,Tech Mahindra,Male,54,2,5,138,12,0.52,118268,1,1,Sales,1
EMP004702,Sneha,Infosys,Female,46,2,9,122,13,0.76,94821,3,1,Marketing,1
EMP004703,Priya,LTIMindtree,Female,57,3,19,235,6,0.39,174680,0,0,IT,5
EMP004704,Sneha,TCS,Female,33,2,8,155,15,0.93,77881,1,9,Human Resources,3
EMP004705,Deepak,HCL Technologies,Male,37,3,12,123,14,0.97,100550,2,1,Sales,4
EMP004706,Manish,Tech Mahindra,Male,52,2,13,241,15,0.92,122571,0,2,IT,4
EMP004707,Sneha,Cognizant,Female,52,4,0,273,15,0.48,63439,1,1,IT,4
EMP004708,Vikas,Capgemini,Male,48,5,0,250,2,0.42,166626,2,4,Operations,4
EMP004709,Casey,Cognizant,Other,49,1,18,247,2,0.35,55887,1,3,Software Development,1
EMP004710,Meena,Accenture India,Female,45,4,8,296,14,0.9,146503,0,6,Human Resources,5
EMP004711,Kavita,Capgemini,Female,42,5,4,128,10,0.29,151245,0,6,software dev,5
EMP004712,Pooja,Accenture India,Female,47,3,16,165,9,0.71,112511,0,6,Marketing,4
EMP004713,Swati,Capgemini,Female,58,1,15,133,5,0.47,125433,2,4,IT,1
EMP004714,Rahul,Capgemini,Male,40,3,11,122,7,0.35,124194,3,9,IT,1
EMP004715,Deepak,Infosys,Male,44,3,4,121,6,0.35,101867,0,3,Marketing,2
EMP004716,Sneha,IBM India,Female,28,1,5,205,9,0.9,69549,0,7,Finance,2
EMP004717,Neha,TCS,Female,34,5,19,280,5,0.89,87843,3,3,Human Resources,5
EMP004718,Meena,Cognizant,Female,59,1,10,219,8,0.42,54558,2,4,Sales,1
EMP004719,Alex,LTIMindtree,Other,34,2,18,257,4,0.23,123051,2,7,Operations,2
EMP004720,Ankit,Tech Mahindra,Male,25,3,20,230,13,0.9,80926,3,2,IT,4
